Date,Dist,Duration,Pace,Speed,Shorts,Shirt,Notes,Temp Start,Temp End,Temp,Start Time,Bike?,Sleep,Game,Game 2wk,,Run Total,Run Pace,Run Diff,,Game Total,Game Pace,Game Dif,,Dif,,,,,,,,,
"Saturday, June 18, 16",,,,,,,,,,,,13,,,0,,181.41,139.3,42.1,,72.1,139.3,67.2,,109.3,,,,,,,,,
"Sunday, June 19, 16",10,48.75,4:53,12.31,New Balance,HH,"Waterloo Classic, no junk food for 12 days, Apple and banana @ 7:25, bad night sleep, had to go to bathroom for first half",19,23,21,9:00,,5.5,,0,,191.41,140.2,51.2,,72.1,140.2,68.1,,119.3,,,,,,,,,
"Monday, June 20, 16",,,,,,,,,,,,,,,0,,191.41,141.0,50.4,,72.1,141.0,68.9,,119.3,,,,,,,,,
"Tuesday, June 21, 16",,,,,,,,,,,,,,2.4,2.4,,191.41,141.8,49.6,,74.5,141.8,67.3,,116.9,,,,,,,,,
"Wednesday, June 22, 16",6,31.27,5:13,11.51,Under Armour,WC2016,"These clothes suck, little kick",16,18,17,9:15,,8,,2.4,,197.41,142.6,54.8,,74.5,142.6,68.1,,122.9,,,,,,,,,
"Thursday, June 23, 16",,,,,,,,,,,,13,,,2.4,,197.41,143.4,54.0,,74.5,143.4,68.9,,122.9,,,,,,,,,
"Friday, June 24, 16",6,30.48,5:05,11.81,Saucony,WC2015,,15,20,17.5,8:50,,7,,2.4,,203.41,144.3,59.1,,74.5,144.3,69.8,,128.9,,,,,,,,,
"Saturday, June 25, 16",,,,,,,,,,,,,,,2.4,,203.41,145.1,58.3,,74.5,145.1,70.6,,128.9,,,,,,,,,
"Sunday, June 26, 16",6,30.50,5:05,11.80,Saucony,Niagara T&F,,21,21,21,8:45,,7,,2.4,,209.41,145.9,63.5,,74.5,145.9,71.4,,134.9,,,,,,,,,
"Monday, June 27, 16",,,,,,,,,,,,,,,2.4,,209.41,146.7,62.7,,74.5,146.7,72.2,,134.9,,,,,,,,,
"Tuesday, June 28, 16",,,,,,,,,,,,,,,2.4,,209.41,147.5,61.9,,74.5,147.5,73.0,,134.9,,,,,,,,,
"Wednesday, June 29, 16",,,,,,,,,,,,,,,2.4,,209.41,148.4,61.0,,74.5,148.4,73.9,,134.9,,,,,,,,,
"Thursday, June 30, 16",,,,,,,,,,,,,,5.2,7.6,,209.41,149.2,60.2,,79.7,149.2,69.5,,129.7,,,,,,,,,
"Friday, July 1, 16",,,,,,,,,,,,,,,7.6,,209.41,150.0,59.4,,79.7,150.0,70.3,,129.7,,,,,,,,,
"Saturday, July 2, 16",,,,,,,,,,,,,,,7.6,,209.41,150.8,58.6,,79.7,150.8,71.1,,129.7,,,,,,,,,
"Sunday, July 3, 16",,,,,,,,,,,,,,3.8,11.4,,209.41,151.6,57.8,,83.5,151.6,68.1,,125.9,,,,,,,,,
"Monday, July 4, 16",,,,,,,,,,,,,,,11.4,,209.41,152.5,57.0,,83.5,152.5,69.0,,125.9,,,,,,,,,
"Tuesday, July 5, 16",,,,,,,,,,,,,,,9,,209.41,153.3,56.1,,83.5,153.3,69.8,,125.9,,,,,,,,,
"Wednesday, July 6, 16",,,,,,,,,,,,,,,9,,209.41,154.1,55.3,,83.5,154.1,70.6,,125.9,,,,,,,,,
"Thursday, July 7, 16",,,,,,,,,,,,,,,9,,209.41,154.9,54.5,,83.5,154.9,71.4,,125.9,,,,,,,,,
"Friday, July 8, 16",,,,,,,,,,,,,,,9,,209.41,155.7,53.7,,83.5,155.7,72.2,,125.9,,,,,,,,,
"Saturday, July 9, 16",,,,,,,,,,,,,,,9,,209.41,156.6,52.9,,83.5,156.6,73.1,,125.9,,,,,,,,,
"Sunday, July 10, 16",,,,,,,,,,,,,,3.7,12.7,,209.41,157.4,52.0,,87.2,157.4,70.2,,122.2,,,,,,,,,
"Monday, July 11, 16",,,,,,,,,,,,,,,12.7,,209.41,158.2,51.2,,87.2,158.2,71.0,,122.2,,,,,,,,,
"Tuesday, July 12, 16",,,,,,,,,,,,,,,12.7,,209.41,159.0,50.4,,87.2,159.0,71.8,,122.2,,,,,,,,,
"Wednesday, July 13, 16",,,,,,,,,,,,,,,12.7,,209.41,159.8,49.6,,87.2,159.8,72.6,,122.2,,,,,,,,,
"Thursday, July 14, 16",,,,,,,,,,,,,,,7.5,,209.41,160.7,48.8,,87.2,160.7,73.5,,122.2,,,,,,,,,
"Friday, July 15, 16",,,,,,,,,,,,8.18,,3.1,10.6,,209.41,161.5,47.9,,90.3,161.5,71.2,,119.1,,,,,,,,,
"Saturday, July 16, 16",,,,,,,,,,,,,,1.4,12,,209.41,162.3,47.1,,91.7,162.3,70.6,,117.7,,,,,,,,,
"Sunday, July 17, 16",,,,,,,,,,,,,,,8.2,,209.41,163.1,46.3,,91.7,163.1,71.4,,117.7,,,,,,,,,
"Monday, July 18, 16",,,,,,,,,,,,,,,8.2,,209.41,163.9,45.5,,91.7,163.9,72.2,,117.7,,,,,,,,,
"Tuesday, July 19, 16",,,,,,,,,,,,,,,8.2,,209.41,164.8,44.7,,91.7,164.8,73.1,,117.7,,,,,,,,,
"Wednesday, July 20, 16",,,,,,,,,,,,,,,8.2,,209.41,165.6,43.8,,91.7,165.6,73.9,,117.7,,,,,,,,,
"Thursday, July 21, 16",,,,,,,,,,,,,,3.1,11.3,,209.41,166.4,43.0,,94.8,166.4,71.6,,114.6,,,,,,,,,
"Friday, July 22, 16",,,,,,,,,,,,,,0.9,12.2,,209.41,167.2,42.2,,95.7,167.2,71.5,,113.7,,,,,,,,,
"Saturday, July 23, 16",,,,,,,,,,,,,,,12.2,,209.41,168.0,41.4,,95.7,168.0,72.3,,113.7,,,,,,,,,
"Sunday, July 24, 16",,,,,,,,,,,,,,,8.5,,209.41,168.9,40.6,,95.7,168.9,73.2,,113.7,,,,,,,,,
"Monday, July 25, 16",,,,,,,,,,,,,,,8.5,,209.41,169.7,39.7,,95.7,169.7,74.0,,113.7,,,,,,,,,
"Tuesday, July 26, 16",,,,,,,,,,,,,,,8.5,,209.41,170.5,38.9,,95.7,170.5,74.8,,113.7,,,,,,,,,
"Wednesday, July 27, 16",,,,,,,,,,,,,,,8.5,,209.41,171.3,38.1,,95.7,171.3,75.6,,113.7,,,,,,,,,
"Thursday, July 28, 16",,,,,,,,,,,,,,,8.5,,209.41,172.1,37.3,,95.7,172.1,76.4,,113.7,,,,,,,,,
"Friday, July 29, 16",,,,,,,,,,,,,,,5.4,,209.41,173.0,36.5,,95.7,173.0,77.3,,113.7,,,,,,,,,
"Saturday, July 30, 16",,,,,,,,,,,,,,,4,,209.41,173.8,35.6,,95.7,173.8,78.1,,113.7,,,,,,,,,
"Sunday, July 31, 16",,,,,,,,,,,,,,,4,,209.41,174.6,34.8,,95.7,174.6,78.9,,113.7,,,,,,,,,
"Monday, August 1, 16",,,,,,,,,,,,,,,4,,209.41,175.4,34.0,,95.7,175.4,79.7,,113.7,,,,,,,,,
"Tuesday, August 2, 16",,,,,,,,,,,,,,,4,,209.41,176.2,33.2,,95.7,176.2,80.5,,113.7,,,,,,,,,
"Wednesday, August 3, 16",,,,,,,,,,,,,,1.2,5.2,,209.41,177.0,32.4,,96.9,177.0,80.1,,112.5,,,,,,,,,
"Thursday, August 4, 16",,,,,,,,,,,,,,,2.1,,209.41,177.9,31.5,,96.9,177.9,81.0,,112.5,,,,,,,,,
"Friday, August 5, 16",,,,,,,,,,,,,,,1.2,,209.41,178.7,30.7,,96.9,178.7,81.8,,112.5,,,,,,,,,
"Saturday, August 6, 16",,,,,,,,,,,,,,,1.2,,209.41,179.5,29.9,,96.9,179.5,82.6,,112.5,,,,,,,,,
"Sunday, August 7, 16",,,,,,,,,,,,,,6.2,7.4,,209.41,180.3,29.1,,103.1,180.3,77.2,,106.3,,,,,,,,,
"Monday, August 8, 16",,,,,,,,,,,,,,,7.4,,209.41,181.1,28.3,,103.1,181.1,78.0,,106.3,,,,,,,,,
"Tuesday, August 9, 16",,,,,,,,,,,,,,,7.4,,209.41,182.0,27.4,,103.1,182.0,78.9,,106.3,,,,,,,,,
"Wednesday, August 10, 16",2.59,12.90,4:59,12.05,New Balance,HH,,23,23,23,21:30,?,7,,7.4,,212,182.8,29.2,,103.1,182.8,79.7,,108.9,,,,,,,,,
"Thursday, August 11, 16",,,,,,,,,,,,,,,7.4,,212,183.6,28.4,,103.1,183.6,80.5,,108.9,,,,,,,,,
"Friday, August 12, 16",1.5,7.70,5:08,11.69,Saucony,HH,,25,25,25,20:45,?,8.5,4.7,12.1,,213.5,184.4,29.1,,107.8,184.4,76.6,,105.7,,,,,,,,,
"Saturday, August 13, 16",,,,,,,,,,,,,,,12.1,,213.5,185.2,28.3,,107.8,185.2,77.4,,105.7,,,,,,,,,
"Sunday, August 14, 16",2.5,12.43,4:58,12.06,Saucony,HH,,20,20,20,20:25,?,7,,12.1,,216,186.1,29.9,,107.8,186.1,78.3,,108.2,,,,,,,,,
"Monday, August 15, 16",,,,,,,,,,,,,,,12.1,,216,186.9,29.1,,107.8,186.9,79.1,,108.2,,,,,,,,,
"Tuesday, August 16, 16",,,,,,,,,,,,,,,12.1,,216,187.7,28.3,,107.8,187.7,79.9,,108.2,,,,,,,,,
"Wednesday, August 17, 16",,,,,,,,,,,,,,,10.9,,216,188.5,27.5,,107.8,188.5,80.7,,108.2,,,,,,,,,
"Thursday, August 18, 16",1.5,7.55,5:02,11.92,Sugoi,Waterloo Classic,,19,19,19,20:05,?,7,,10.9,,217.5,189.3,28.2,,107.8,189.3,81.5,,109.7,,,,,,,,,
"Friday, August 19, 16",,,,,,,,,,,,,,,10.9,,217.5,190.2,27.3,,107.8,190.2,82.4,,109.7,,,,,,,,,
"Saturday, August 20, 16",,,,,,,,,,,,,,,10.9,,217.5,191.0,26.5,,107.8,191.0,83.2,,109.7,,,,,,,,,
"Sunday, August 21, 16",,,,,,,,,,,,,,,4.7,,217.5,191.8,25.7,,107.8,191.8,84.0,,109.7,,,,,,,,,
"Monday, August 22, 16",,,,,,,,,,,,,,,4.7,,217.5,192.6,24.9,,107.8,192.6,84.8,,109.7,,,,,,,,,
"Tuesday, August 23, 16",,,,,,,,,,,,,,,4.7,,217.5,193.4,24.1,,107.8,193.4,85.6,,109.7,,,,,,,,,
"Wednesday, August 24, 16",,,,,,,,,,,,,,,4.7,,217.5,194.3,23.2,,107.8,194.3,86.5,,109.7,,,,,,,,,
"Thursday, August 25, 16",,,,,,,,,,,,,,,4.7,,217.5,195.1,22.4,,107.8,195.1,87.3,,109.7,,,,,,,,,
"Friday, August 26, 16",,,,,,,,,,,,,,,0,,217.5,195.9,21.6,,107.8,195.9,88.1,,109.7,,,,,,,,,
"Saturday, August 27, 16",,,,,,,,,,,,,,2.6,2.6,,217.5,196.7,20.8,,110.4,196.7,86.3,,107.1,,,,,,,,,
"Sunday, August 28, 16",,,,,,,,,,,,,,,2.6,,217.5,197.5,20.0,,110.4,197.5,87.1,,107.1,,,,,,,,,
"Monday, August 29, 16",,,,,,,,,,,,,,,2.6,,217.5,198.4,19.1,,110.4,198.4,88.0,,107.1,,,,,,,,,
"Tuesday, August 30, 16",,,,,,,,,,,,,,,2.6,,217.5,199.2,18.3,,110.4,199.2,88.8,,107.1,,,,,,,,,
"Wednesday, August 31, 16",,,,,,,,,,,,,,,2.6,,217.5,200.0,17.5,,110.4,200.0,89.6,,107.1,,,,,,,,,
"Thursday, September 1, 16",,,,,,,,,,,,,,,2.6,,217.5,200.8,16.7,,110.4,200.8,90.4,,107.1,,,,,,,,,
"Friday, September 2, 16",4,20.18,5:03,11.89,Saucony,HH,,19,19,19,12:45,,7,,2.6,,221.5,201.6,19.9,,110.4,201.6,91.2,,111.1,,,,,,,,,
"Saturday, September 3, 16",,,,,,,,,,,,,,,2.6,,221.5,202.5,19.0,,110.4,202.5,92.1,,111.1,,,,,,,,,
"Sunday, September 4, 16",,,,,,,,,,,,,,,2.6,,221.5,203.3,18.2,,110.4,203.3,92.9,,111.1,,,,,,,,,
"Monday, September 5, 16",,,,,,,,,,,,,,,2.6,,221.5,204.1,17.4,,110.4,204.1,93.7,,111.1,,,,,,,,,
"Tuesday, September 6, 16",,,,,,,,,,,,,,,2.6,,221.5,204.9,16.6,,110.4,204.9,94.5,,111.1,,,,,,,,,
"Wednesday, September 7, 16",,,,,,,,,,,,,,,2.6,,221.5,205.7,15.8,,110.4,205.7,95.3,,111.1,,,,,,,,,
"Thursday, September 8, 16",,,,,,,,,,,,,,,2.6,,221.5,206.6,14.9,,110.4,206.6,96.2,,111.1,,,,,,,,,
"Friday, September 9, 16",,,,,,,,,,,,,,,2.6,,221.5,207.4,14.1,,110.4,207.4,97.0,,111.1,,,,,,,,,
"Saturday, September 10, 16",,,,,,,,,,,,,,,0,,221.5,208.2,13.3,,110.4,208.2,97.8,,111.1,,,,,,,,,
"Sunday, September 11, 16",,,,,,,,,,,,,,,0,,221.5,209.0,12.5,,110.4,209.0,98.6,,111.1,,,,,,,,,
"Monday, September 12, 16",,,,,,,,,,,,,,,0,,221.5,209.8,11.7,,110.4,209.8,99.4,,111.1,,,,,,,,,
"Tuesday, September 13, 16",,,,,,,,,,,,,,,0,,221.5,210.7,10.8,,110.4,210.7,100.3,,111.1,,,,,,,,,
"Wednesday, September 14, 16",,,,,,,,,,,,,,,0,,221.5,211.5,10.0,,110.4,211.5,101.1,,111.1,,,,,,,,,
"Thursday, September 15, 16",,,,,,,,,,,,,,,0,,221.5,212.3,9.2,,110.4,212.3,101.9,,111.1,,,,,,,,,
"Friday, September 16, 16",,,,,,,,,,,,,,,0,,221.5,213.1,8.4,,110.4,213.1,102.7,,111.1,,,,,,,,,
"Saturday, September 17, 16",,,,,,,,,,,,,,,0,,221.5,213.9,7.6,,110.4,213.9,103.5,,111.1,,,,,,,,,
"Sunday, September 18, 16",,,,,,,,,,,,,,,0,,221.5,214.8,6.7,,110.4,214.8,104.4,,111.1,,,,,,,,,
"Monday, September 19, 16",,,,,,,,,,,,,,,0,,221.5,215.6,5.9,,110.4,215.6,105.2,,111.1,,,,,,,,,
"Tuesday, September 20, 16",,,,,,,,,,,,,,,0,,221.5,216.4,5.1,,110.4,216.4,106.0,,111.1,,,,,,,,,
"Wednesday, September 21, 16",,,,,,,,,,,,,,,0,,221.5,217.2,4.3,,110.4,217.2,106.8,,111.1,,,,,,,,,
"Thursday, September 22, 16",,,,,,,,,,,,,,,0,,221.5,218.0,3.5,,110.4,218.0,107.6,,111.1,,,,,,,,,
"Friday, September 23, 16",,,,,,,,,,,,,,,0,,221.5,218.9,2.6,,110.4,218.9,108.5,,111.1,,,,,,,,,
"Saturday, September 24, 16",,,,,,,,,,,,,,,0,,221.5,219.7,1.8,,110.4,219.7,109.3,,111.1,,,,,,,,,
"Sunday, September 25, 16",,,,,,,,,,,,,,,0,,221.5,220.5,1.0,,110.4,220.5,110.1,,111.1,,,,,,,,,
"Monday, September 26, 16",,,,,,,,,,,,,,,0,,221.5,221.3,0.2,,110.4,221.3,110.9,,111.1,,,,,,,,,
"Tuesday, September 27, 16",,,,,,,,,,,,,,,0,,221.5,222.1,-0.6,,110.4,222.1,111.7,,111.1,,,,,,,,,
"Wednesday, September 28, 16",,,,,,,,,,,,,,,0,,221.5,223.0,-1.5,,110.4,223.0,112.6,,111.1,,,,,,,,,
"Thursday, September 29, 16",,,,,,,,,,,,,,,0,,221.5,223.8,-2.3,,110.4,223.8,113.4,,111.1,,,,,,,,,
"Friday, September 30, 16",,,,,,,,,,,,,,,0,,221.5,224.6,-3.1,,110.4,224.6,114.2,,111.1,,,,,,,,,
"Saturday, October 1, 16",,,,,,,,,,,,,,,0,,221.5,225.4,-3.9,,110.4,225.4,115.0,,111.1,,,,,,,,,
"Sunday, October 2, 16",,,,,,,,,,,,,,,0,,221.5,226.2,-4.7,,110.4,226.2,115.8,,111.1,,,,,,,,,
"Monday, October 3, 16",,,,,,,,,,,,,,,0,,221.5,227.0,-5.5,,110.4,227.0,116.6,,111.1,,,,,,,,,
"Tuesday, October 4, 16",,,,,,,,,,,,,,,0,,221.5,227.9,-6.4,,110.4,227.9,117.5,,111.1,,,,,,,,,
"Wednesday, October 5, 16",,,,,,,,,,,,,,,0,,221.5,228.7,-7.2,,110.4,228.7,118.3,,111.1,,,,,,,,,
"Thursday, October 6, 16",,,,,,,,,,,,,,,0,,221.5,229.5,-8.0,,110.4,229.5,119.1,,111.1,,,,,,,,,
"Friday, October 7, 16",,,,,,,,,,,,,,,0,,221.5,230.3,-8.8,,110.4,230.3,119.9,,111.1,,,,,,,,,
"Saturday, October 8, 16",,,,,,,,,,,,,,,0,,221.5,231.1,-9.6,,110.4,231.1,120.7,,111.1,,,,,,,,,
"Sunday, October 9, 16",,,,,,,,,,,,,,,0,,221.5,232.0,-10.5,,110.4,232.0,121.6,,111.1,,,,,,,,,
"Monday, October 10, 16",,,,,,,,,,,,,,,0,,221.5,232.8,-11.3,,110.4,232.8,122.4,,111.1,,,,,,,,,
"Tuesday, October 11, 16",,,,,,,,,,,,,,,0,,221.5,233.6,-12.1,,110.4,233.6,123.2,,111.1,,,,,,,,,
"Wednesday, October 12, 16",,,,,,,,,,,,,,,0,,221.5,234.4,-12.9,,110.4,234.4,124.0,,111.1,,,,,,,,,
"Thursday, October 13, 16",,,,,,,,,,,,,,,0,,221.5,235.2,-13.7,,110.4,235.2,124.8,,111.1,,,,,,,,,
"Friday, October 14, 16",,,,,,,,,,,,,,,0,,221.5,236.1,-14.6,,110.4,236.1,125.7,,111.1,,,,,,,,,
"Saturday, October 15, 16",,,,,,,,,,,,,,,0,,221.5,236.9,-15.4,,110.4,236.9,126.5,,111.1,,,,,,,,,
"Sunday, October 16, 16",,,,,,,,,,,,,,,0,,221.5,237.7,-16.2,,110.4,237.7,127.3,,111.1,,,,,,,,,
"Monday, October 17, 16",,,,,,,,,,,,,,,0,,221.5,238.5,-17.0,,110.4,238.5,128.1,,111.1,,,,,,,,,
"Tuesday, October 18, 16",,,,,,,,,,,,,,,0,,221.5,239.3,-17.8,,110.4,239.3,128.9,,111.1,,,,,,,,,
"Wednesday, October 19, 16",,,,,,,,,,,,,,,0,,221.5,240.2,-18.7,,110.4,240.2,129.8,,111.1,,,,,,,,,
"Thursday, October 20, 16",,,,,,,,,,,,,,,0,,221.5,241.0,-19.5,,110.4,241.0,130.6,,111.1,,,,,,,,,
"Friday, October 21, 16",,,,,,,,,,,,,,,0,,221.5,241.8,-20.3,,110.4,241.8,131.4,,111.1,,,,,,,,,
"Saturday, October 22, 16",,,,,,,,,,,,,,,0,,221.5,242.6,-21.1,,110.4,242.6,132.2,,111.1,,,,,,,,,
"Sunday, October 23, 16",,,,,,,,,,,,,,,0,,221.5,243.4,-21.9,,110.4,243.4,133.0,,111.1,,,,,,,,,
"Monday, October 24, 16",,,,,,,,,,,,,,,0,,221.5,244.3,-22.8,,110.4,244.3,133.9,,111.1,,,,,,,,,
"Tuesday, October 25, 16",,,,,,,,,,,,,,,0,,221.5,245.1,-23.6,,110.4,245.1,134.7,,111.1,,,,,,,,,
"Wednesday, October 26, 16",,,,,,,,,,,,,,,0,,221.5,245.9,-24.4,,110.4,245.9,135.5,,111.1,,,,,,,,,
"Thursday, October 27, 16",,,,,,,,,,,,,,,0,,221.5,246.7,-25.2,,110.4,246.7,136.3,,111.1,,,,,,,,,
"Friday, October 28, 16",,,,,,,,,,,,,,,0,,221.5,247.5,-26.0,,110.4,247.5,137.1,,111.1,,,,,,,,,
"Saturday, October 29, 16",,,,,,,,,,,,,,,0,,221.5,248.4,-26.9,,110.4,248.4,138.0,,111.1,,,,,,,,,
"Sunday, October 30, 16",,,,,,,,,,,,,,,0,,221.5,249.2,-27.7,,110.4,249.2,138.8,,111.1,,,,,,,,,
"Monday, October 31, 16",,,,,,,,,,,,,,,0,,221.5,250.0,-28.5,,110.4,250.0,139.6,,111.1,,,,,,,,,
"Tuesday, November 1, 16",,,,,,,,,,,,,,,0,,221.5,250.8,-29.3,,110.4,250.8,140.4,,111.1,,,,,,,,,
"Wednesday, November 2, 16",,,,,,,,,,,,,,,0,,221.5,251.6,-30.1,,110.4,251.6,141.2,,111.1,,,,,,,,,
"Thursday, November 3, 16",,,,,,,,,,,,,,,0,,221.5,252.5,-31.0,,110.4,252.5,142.1,,111.1,,,,,,,,,
"Friday, November 4, 16",,,,,,,,,,,,,,,0,,221.5,253.3,-31.8,,110.4,253.3,142.9,,111.1,,,,,,,,,
"Saturday, November 5, 16",,,,,,,,,,,,,,,0,,221.5,254.1,-32.6,,110.4,254.1,143.7,,111.1,,,,,,,,,
"Sunday, November 6, 16",,,,,,,,,,,,,,,0,,221.5,254.9,-33.4,,110.4,254.9,144.5,,111.1,,,,,,,,,
"Monday, November 7, 16",,,,,,,,,,,,,,,0,,221.5,255.7,-34.2,,110.4,255.7,145.3,,111.1,,,,,,,,,
"Tuesday, November 8, 16",,,,,,,,,,,,,,,0,,221.5,256.6,-35.1,,110.4,256.6,146.2,,111.1,,,,,,,,,
"Wednesday, November 9, 16",,,,,,,,,,,,,,,0,,221.5,257.4,-35.9,,110.4,257.4,147.0,,111.1,,,,,,,,,
"Thursday, November 10, 16",,,,,,,,,,,,,,,0,,221.5,258.2,-36.7,,110.4,258.2,147.8,,111.1,,,,,,,,,
"Friday, November 11, 16",,,,,,,,,,,,,,,0,,221.5,259.0,-37.5,,110.4,259.0,148.6,,111.1,,,,,,,,,
"Saturday, November 12, 16",,,,,,,,,,,,,,,0,,221.5,259.8,-38.3,,110.4,259.8,149.4,,111.1,,,,,,,,,
"Sunday, November 13, 16",,,,,,,,,,,,,,,0,,221.5,260.7,-39.2,,110.4,260.7,150.3,,111.1,,,,,,,,,
"Monday, November 14, 16",,,,,,,,,,,,,,,0,,221.5,261.5,-40.0,,110.4,261.5,151.1,,111.1,,,,,,,,,
"Tuesday, November 15, 16",,,,,,,,,,,,,,,0,,221.5,262.3,-40.8,,110.4,262.3,151.9,,111.1,,,,,,,,,
"Wednesday, November 16, 16",,,,,,,,,,,,,,,0,,221.5,263.1,-41.6,,110.4,263.1,152.7,,111.1,,,,,,,,,
"Thursday, November 17, 16",,,,,,,,,,,,,,,0,,221.5,263.9,-42.4,,110.4,263.9,153.5,,111.1,,,,,,,,,
"Friday, November 18, 16",,,,,,,,,,,,,,,0,,221.5,264.8,-43.3,,110.4,264.8,154.4,,111.1,,,,,,,,,
"Saturday, November 19, 16",,,,,,,,,,,,,,,0,,221.5,265.6,-44.1,,110.4,265.6,155.2,,111.1,,,,,,,,,
"Sunday, November 20, 16",,,,,,,,,,,,,,,0,,221.5,266.4,-44.9,,110.4,266.4,156.0,,111.1,,,,,,,,,
"Monday, November 21, 16",,,,,,,,,,,,,,,0,,221.5,267.2,-45.7,,110.4,267.2,156.8,,111.1,,,,,,,,,
"Tuesday, November 22, 16",,,,,,,,,,,,,,,0,,221.5,268.0,-46.5,,110.4,268.0,157.6,,111.1,,,,,,,,,
"Wednesday, November 23, 16",,,,,,,,,,,,,,,0,,221.5,268.9,-47.4,,110.4,268.9,158.5,,111.1,,,,,,,,,
"Thursday, November 24, 16",,,,,,,,,,,,,,,0,,221.5,269.7,-48.2,,110.4,269.7,159.3,,111.1,,,,,,,,,
"Friday, November 25, 16",,,,,,,,,,,,,,,0,,221.5,270.5,-49.0,,110.4,270.5,160.1,,111.1,,,,,,,,,
"Saturday, November 26, 16",,,,,,,,,,,,,,,0,,221.5,271.3,-49.8,,110.4,271.3,160.9,,111.1,,,,,,,,,
"Sunday, November 27, 16",,,,,,,,,,,,,,,0,,221.5,272.1,-50.6,,110.4,272.1,161.7,,111.1,,,,,,,,,
"Monday, November 28, 16",,,,,,,,,,,,,,,0,,221.5,273.0,-51.5,,110.4,273.0,162.6,,111.1,,,,,,,,,
"Tuesday, November 29, 16",,,,,,,,,,,,,,,0,,221.5,273.8,-52.3,,110.4,273.8,163.4,,111.1,,,,,,,,,
"Wednesday, November 30, 16",,,,,,,,,,,,,,,0,,221.5,274.6,-53.1,,110.4,274.6,164.2,,111.1,,,,,,,,,
"Thursday, December 1, 16",,,,,,,,,,,,,,,0,,221.5,275.4,-53.9,,110.4,275.4,165.0,,111.1,,,,,,,,,
"Friday, December 2, 16",,,,,,,,,,,,,,,0,,221.5,276.2,-54.7,,110.4,276.2,165.8,,111.1,,,,,,,,,
"Saturday, December 3, 16",,,,,,,,,,,,,,,0,,221.5,277.0,-55.5,,110.4,277.0,166.6,,111.1,,,,,,,,,
"Sunday, December 4, 16",,,,,,,,,,,,,,,0,,221.5,277.9,-56.4,,110.4,277.9,167.5,,111.1,,,,,,,,,
"Monday, December 5, 16",,,,,,,,,,,,,,,0,,221.5,278.7,-57.2,,110.4,278.7,168.3,,111.1,,,,,,,,,
"Tuesday, December 6, 16",,,,,,,,,,,,,,,0,,221.5,279.5,-58.0,,110.4,279.5,169.1,,111.1,,,,,,,,,
"Wednesday, December 7, 16",,,,,,,,,,,,,,,0,,221.5,280.3,-58.8,,110.4,280.3,169.9,,111.1,,,,,,,,,
"Thursday, December 8, 16",,,,,,,,,,,,,,,0,,221.5,281.1,-59.6,,110.4,281.1,170.7,,111.1,,,,,,,,,
"Friday, December 9, 16",,,,,,,,,,,,,,,0,,221.5,282.0,-60.5,,110.4,282.0,171.6,,111.1,,,,,,,,,
"Saturday, December 10, 16",,,,,,,,,,,,,,,0,,221.5,282.8,-61.3,,110.4,282.8,172.4,,111.1,,,,,,,,,
"Sunday, December 11, 16",,,,,,,,,,,,,,,0,,221.5,283.6,-62.1,,110.4,283.6,173.2,,111.1,,,,,,,,,
"Monday, December 12, 16",,,,,,,,,,,,,,,0,,221.5,284.4,-62.9,,110.4,284.4,174.0,,111.1,,,,,,,,,
"Tuesday, December 13, 16",,,,,,,,,,,,,,,0,,221.5,285.2,-63.7,,110.4,285.2,174.8,,111.1,,,,,,,,,
"Wednesday, December 14, 16",,,,,,,,,,,,,,,0,,221.5,286.1,-64.6,,110.4,286.1,175.7,,111.1,,,,,,,,,
"Thursday, December 15, 16",,,,,,,,,,,,,,,0,,221.5,286.9,-65.4,,110.4,286.9,176.5,,111.1,,,,,,,,,
"Friday, December 16, 16",,,,,,,,,,,,,,,0,,221.5,287.7,-66.2,,110.4,287.7,177.3,,111.1,,,,,,,,,
"Saturday, December 17, 16",,,,,,,,,,,,,,,0,,221.5,288.5,-67.0,,110.4,288.5,178.1,,111.1,,,,,,,,,
"Sunday, December 18, 16",,,,,,,,,,,,,,,0,,221.5,289.3,-67.8,,110.4,289.3,178.9,,111.1,,,,,,,,,
"Monday, December 19, 16",,,,,,,,,,,,,,,0,,221.5,290.2,-68.7,,110.4,290.2,179.8,,111.1,,,,,,,,,
"Tuesday, December 20, 16",,,,,,,,,,,,,,,0,,221.5,291.0,-69.5,,110.4,291.0,180.6,,111.1,,,,,,,,,
"Wednesday, December 21, 16",,,,,,,,,,,,,,,0,,221.5,291.8,-70.3,,110.4,291.8,181.4,,111.1,,,,,,,,,
"Thursday, December 22, 16",,,,,,,,,,,,,,,0,,221.5,292.6,-71.1,,110.4,292.6,182.2,,111.1,,,,,,,,,
"Friday, December 23, 16",,,,,,,,,,,,,,,0,,221.5,293.4,-71.9,,110.4,293.4,183.0,,111.1,,,,,,,,,
"Saturday, December 24, 16",,,,,,,,,,,,,,,0,,221.5,294.3,-72.8,,110.4,294.3,183.9,,111.1,,,,,,,,,
"Sunday, December 25, 16",,,,,,,,,,,,,,,0,,221.5,295.1,-73.6,,110.4,295.1,184.7,,111.1,,,,,,,,,
"Monday, December 26, 16",,,,,,,,,,,,,,,0,,221.5,295.9,-74.4,,110.4,295.9,185.5,,111.1,,,,,,,,,
