Date,Dist,Duration,Pace,Speed,Shorts,Shirt,Notes,Race,Temp Start,Temp End,Temp,DT,Start Time,Bike?,Sleep,Game,Game 2wk,,Run Total,Run Pace,Run Diff,,Game Total,Game Pace,Game Dif,,Dif,,,,,,,
"Monday, August 29, 2016",,,,,,,,,,,,,,,,,2.6,,217.5,198.4,19.1,,110.4,198.4,88,,107.1,,,,,,,
"Tuesday, August 30, 2016",,,,,,,,,,,,,,,,,2.6,,217.5,199.2,18.3,,110.4,199.2,88.8,,107.1,,,,,,,
"Wednesday, August 31, 2016",,,,,,,,,,,,,,,,,2.6,,217.5,200,17.5,,110.4,200,89.6,,107.1,,,,,,,
"Thursday, September 1, 2016",,,,,,,,,,,,,,,,,2.6,,217.5,200.8,16.7,,110.4,200.8,90.4,,107.1,,,,,,,
"Friday, September 2, 2016",4,20.18,5:03,11.89,Saucony,HH,,,19,19,19,19,12:45,,7,7,7,,217.5,201.6,15.9,,110.4,201.6,91.2,,107.1,,,,,,,
"Saturday, September 3, 2016",4,20,5:00,12,Saucony,HH,,,15,15,15,15,9:30,,7,7,7,,217.5,202.5,15,,110.4,202.5,92.1,,107.1,,,,,,,
"Sunday, September 4, 2016",,,,,,,,,,,,,,,,,,,217.5,203.3,14.2,,110.4,203.3,92.9,,107.1,,,,,,,
"Monday, September 5, 2016",4,20.6,5:09,11.65,Sugoi,Waterloo Classic,,,21,20,20.5,20.5,20:30,,6,6,6,,217.5,204.1,13.4,,110.4,204.1,93.7,,107.1,,,,,,,
"Tuesday, September 6, 2016",,,,,,,,,,,,,,,,,,,217.5,204.9,12.6,,110.4,204.9,94.5,,107.1,,,,,,,
"Wednesday, September 7, 2016",,,,,,,,,,,,,,,,,,,217.5,205.7,11.8,,110.4,205.7,95.3,,107.1,,,,,,,
"Thursday, September 8, 2016",,,,,,,,,,,,,,,,,,,217.5,206.6,10.9,,110.4,206.6,96.2,,107.1,,,,,,,
"Friday, September 9, 2016",,,,,,,,,,,,,,,,,,,217.5,207.4,10.1,,110.4,207.4,97,,107.1,,,,,,,
"Saturday, September 10, 2016",3.27,15.52,4:45,12.64,New Balance,Mizuno,,,20,20,20,20,9:45,,8,8,8,,217.5,208.2,9.3,,110.4,208.2,97.8,,107.1,,,,,,,
"Sunday, September 11, 2016",5.23,26.43,5:03,11.87,Sugoi,Waterloo Classic,,,16,16,16,16,10:15,,4,4,4,,217.5,209,8.5,,110.4,209,98.6,,107.1,,,,,,,
"Monday, September 12, 2016",,,,,,,,,,,,,,,,,,,217.5,209.8,7.7,,110.4,209.8,99.4,,107.1,,,,,,,
"Tuesday, September 13, 2016",,,,,,,,,,,,,,,,,,,217.5,210.7,6.8,,110.4,210.7,100.3,,107.1,,,,,,,
"Wednesday, September 14, 2016",4,20.47,5:07,11.73,Saucony,HH,,,16,16,16,16,7:55,,7.5,7.5,7.5,,217.5,211.5,6,,110.4,211.5,101.1,,107.1,,,,,,,
"Thursday, September 15, 2016",4,20.82,5:12,11.53,New Balance,Mizuno,,,19,19,19,19,19:15,,7.5,7.5,7.5,,217.5,212.3,5.2,,110.4,212.3,101.9,,107.1,,,,,,,
"Friday, September 16, 2016",,,,,,,,,,,,,,,,,,,217.5,213.1,4.4,,110.4,213.1,102.7,,107.1,,,,,,,
"Saturday, September 17, 2016",,,,,,,,,,,,,,,,,,,217.5,213.9,3.6,,110.4,213.9,103.5,,107.1,,,,,,,
"Sunday, September 18, 2016",4,19.57,4:54,12.27,New Balance,Ontario T&F,,,18,18,18,18,9:10,,7,7,7,,217.5,214.8,2.7,,110.4,214.8,104.4,,107.1,,,,,,,
"Monday, September 19, 2016",4,20.98,5:15,11.44,Under Armour,Ontario T&F,,,26,26,26,26,19:15,,7.5,7.5,7.5,,217.5,215.6,1.9,,110.4,215.6,105.2,,107.1,,,,,,,
"Tuesday, September 20, 2016",,,,,,,,,,,,,,,,,,,217.5,216.4,1.1,,110.4,216.4,106,,107.1,,,,,,,
"Wednesday, September 21, 2016",4,20.62,5:09,11.64,Saucony,HH,,,14,14,14,14,19:15,,7.5,7.5,7.5,,217.5,217.2,0.3,,110.4,217.2,106.8,,107.1,,,,,,,
"Thursday, September 22, 2016",,,,,,,,,,,,,,,,,,,217.5,218,-0.5,,110.4,218,107.6,,107.1,,,,,,,
"Friday, September 23, 2016",4,20.2,5:03,11.88,New Balance,Waterloo Classic,,,18,18,18,18,8:50,,7,7,7,,217.5,218.9,-1.4,,110.4,218.9,108.5,,107.1,,,,,,,
"Saturday, September 24, 2016",4,20.27,5:04,11.84,New Balance,Waterloo Classic,,,12,12,12,12,11:15,,7,7,7,,217.5,219.7,-2.2,,110.4,219.7,109.3,,107.1,,,,,,,
"Sunday, September 25, 2016",,,,,,,,,,,,,,,,,,,217.5,220.5,-3,,110.4,220.5,110.1,,107.1,,,,,,,
"Monday, September 26, 2016",,,,,,,,,,,,,,,,,,,217.5,221.3,-3.8,,110.4,221.3,110.9,,107.1,,,,,,,
"Tuesday, September 27, 2016",4,19.35,4:50,12.4,Sugoi,Mizuno,,,19,19,19,19,13:50,,3.5,3.5,3.5,,217.5,222.1,-4.6,,110.4,222.1,111.7,,107.1,,,,,,,
"Wednesday, September 28, 2016",4,19.4,4:51,12.37,Sugoi,Mizuno,,,19,19,19,19,16:35,,7.5,7.5,7.5,,217.5,223,-5.5,,110.4,223,112.6,,107.1,,,,,,,
"Thursday, September 29, 2016",,,,,,,,,,,,,,,,,,,217.5,223.8,-6.3,,110.4,223.8,113.4,,107.1,,,,,,,
"Friday, September 30, 2016",4,20.62,5:09,11.64,New Balance,Waterloo Classic,Time is approx. X-men skipped twice,,15,16,15.5,15.5,11:35,,6,6,6,,217.5,224.6,-7.1,,110.4,224.6,114.2,,107.1,,,,,,,
"Saturday, October 1, 2016",4,19.68,4:55,12.19,New Balance,Waterloo Classic,,,14,14,14,14,16:55,,6,6,6,,217.5,225.4,-7.9,,110.4,225.4,115,,107.1,,,,,,,
"Sunday, October 2, 2016",,,,,,,,,,,,,,,,,,,217.5,226.2,-8.7,,110.4,226.2,115.8,,107.1,,,,,,,
"Monday, October 3, 2016",,,,,,,,,,,,,,,,,,,217.5,227,-9.5,,110.4,227,116.6,,107.1,,,,,,,
"Tuesday, October 4, 2016",4,19.5,4:53,12.31,Sugoi,HH,,,14,14,14,14,9:25,,9,9,9,,217.5,227.9,-10.4,,110.4,227.9,117.5,,107.1,,,,,,,
"Wednesday, October 5, 2016",5,25.28,5:03,11.87,Sugoi,HH,,,17,17,17,17,11:25,,3,,0,,217.5,228.7,-11.2,,110.4,228.7,118.3,,107.1,,,,,,,
"Thursday, October 6, 2016",,,,,,,,,,,,,,,,,0,,217.5,229.5,-12,,110.4,229.5,119.1,,107.1,,,,,,,
"Friday, October 7, 2016",4,20.20,5:03,11.88,Saucony,Mizuno,,,15,15,15,15,10:25,,6,,0,,217.5,230.3,-12.8,,110.4,230.3,119.9,,107.1,,,,,,,
"Saturday, October 8, 2016",5,24.57,4:55,12.21,Saucony,Mizuno,,,14,14,14,14,11:55,,6.5,,0,,217.5,231.1,-13.6,,110.4,231.1,120.7,,107.1,,,,,,,
"Sunday, October 9, 2016",,,,,,,,,,,,,,,,,0,,217.5,232,-14.5,,110.4,232,121.6,,107.1,,,,,,,
"Monday, October 10, 2016",,,,,,,,,,,,,,,,,0,,217.5,232.8,-15.3,,110.4,232.8,122.4,,107.1,,,,,,,
"Tuesday, October 11, 2016",,,,,,,,,,,,,,,,,0,,217.5,233.6,-16.1,,110.4,233.6,123.2,,107.1,,,,,,,
"Wednesday, October 12, 2016",,,,,,,,,,,,,,,,,0,,217.5,234.4,-16.9,,110.4,234.4,124,,107.1,,,,,,,
"Thursday, October 13, 2016",,,,,,,,,,,,,,,,,0,,217.5,235.2,-17.7,,110.4,235.2,124.8,,107.1,,,,,,,
"Friday, October 14, 2016",,,,,,,,,,,,,,,,,0,,217.5,236.1,-18.6,,110.4,236.1,125.7,,107.1,,,,,,,
"Saturday, October 15, 2016",,,,,,,,,,,,,,,,,0,,217.5,236.9,-19.4,,110.4,236.9,126.5,,107.1,,,,,,,
"Sunday, October 16, 2016",,,,,,,,,,,,,,,,,0,,217.5,237.7,-20.2,,110.4,237.7,127.3,,107.1,,,,,,,
"Monday, October 17, 2016",,,,,,,,,,,,,,,,,0,,217.5,238.5,-21,,110.4,238.5,128.1,,107.1,,,,,,,
"Tuesday, October 18, 2016",,,,,,,,,,,,,,,,,0,,217.5,239.3,-21.8,,110.4,239.3,128.9,,107.1,,,,,,,
"Wednesday, October 19, 2016",,,,,,,,,,,,,,,,,0,,217.5,240.2,-22.7,,110.4,240.2,129.8,,107.1,,,,,,,
"Thursday, October 20, 2016",,,,,,,,,,,,,,,,,0,,217.5,241,-23.5,,110.4,241,130.6,,107.1,,,,,,,
"Friday, October 21, 2016",,,,,,,,,,,,,,,,,0,,217.5,241.8,-24.3,,110.4,241.8,131.4,,107.1,,,,,,,
"Saturday, October 22, 2016",,,,,,,,,,,,,,,,,0,,217.5,242.6,-25.1,,110.4,242.6,132.2,,107.1,,,,,,,
"Sunday, October 23, 2016",,,,,,,,,,,,,,,,,0,,217.5,243.4,-25.9,,110.4,243.4,133,,107.1,,,,,,,
"Monday, October 24, 2016",,,,,,,,,,,,,,,,,0,,217.5,244.3,-26.8,,110.4,244.3,133.9,,107.1,,,,,,,
"Tuesday, October 25, 2016",,,,,,,,,,,,,,,,,0,,217.5,245.1,-27.6,,110.4,245.1,134.7,,107.1,,,,,,,
"Wednesday, October 26, 2016",,,,,,,,,,,,,,,,,0,,217.5,245.9,-28.4,,110.4,245.9,135.5,,107.1,,,,,,,
"Thursday, October 27, 2016",,,,,,,,,,,,,,,,,0,,217.5,246.7,-29.2,,110.4,246.7,136.3,,107.1,,,,,,,
"Friday, October 28, 2016",,,,,,,,,,,,,,,,,0,,217.5,247.5,-30,,110.4,247.5,137.1,,107.1,,,,,,,
"Saturday, October 29, 2016",,,,,,,,,,,,,,,,,0,,217.5,248.4,-30.9,,110.4,248.4,138,,107.1,,,,,,,
"Sunday, October 30, 2016",,,,,,,,,,,,,,,,,0,,217.5,249.2,-31.7,,110.4,249.2,138.8,,107.1,,,,,,,
"Monday, October 31, 2016",,,,,,,,,,,,,,,,,0,,217.5,250,-32.5,,110.4,250,139.6,,107.1,,,,,,,
"Tuesday, November 1, 2016",,,,,,,,,,,,,,,,,0,,217.5,250.8,-33.3,,110.4,250.8,140.4,,107.1,,,,,,,
"Wednesday, November 2, 2016",,,,,,,,,,,,,,,,,0,,217.5,251.6,-34.1,,110.4,251.6,141.2,,107.1,,,,,,,
"Thursday, November 3, 2016",,,,,,,,,,,,,,,,,0,,217.5,252.5,-35,,110.4,252.5,142.1,,107.1,,,,,,,
"Friday, November 4, 2016",,,,,,,,,,,,,,,,,0,,217.5,253.3,-35.8,,110.4,253.3,142.9,,107.1,,,,,,,
"Saturday, November 5, 2016",,,,,,,,,,,,,,,,,0,,217.5,254.1,-36.6,,110.4,254.1,143.7,,107.1,,,,,,,
"Sunday, November 6, 2016",,,,,,,,,,,,,,,,,0,,217.5,254.9,-37.4,,110.4,254.9,144.5,,107.1,,,,,,,
"Monday, November 7, 2016",,,,,,,,,,,,,,,,,0,,217.5,255.7,-38.2,,110.4,255.7,145.3,,107.1,,,,,,,
"Tuesday, November 8, 2016",,,,,,,,,,,,,,,,,0,,217.5,256.6,-39.1,,110.4,256.6,146.2,,107.1,,,,,,,
"Wednesday, November 9, 2016",,,,,,,,,,,,,,,,,0,,217.5,257.4,-39.9,,110.4,257.4,147,,107.1,,,,,,,
"Thursday, November 10, 2016",,,,,,,,,,,,,,,,,0,,217.5,258.2,-40.7,,110.4,258.2,147.8,,107.1,,,,,,,
"Friday, November 11, 2016",,,,,,,,,,,,,,,,,0,,217.5,259,-41.5,,110.4,259,148.6,,107.1,,,,,,,
"Saturday, November 12, 2016",,,,,,,,,,,,,,,,,0,,217.5,259.8,-42.3,,110.4,259.8,149.4,,107.1,,,,,,,
"Sunday, November 13, 2016",,,,,,,,,,,,,,,,,0,,217.5,260.7,-43.2,,110.4,260.7,150.3,,107.1,,,,,,,
"Monday, November 14, 2016",,,,,,,,,,,,,,,,,0,,217.5,261.5,-44,,110.4,261.5,151.1,,107.1,,,,,,,
"Tuesday, November 15, 2016",,,,,,,,,,,,,,,,,0,,217.5,262.3,-44.8,,110.4,262.3,151.9,,107.1,,,,,,,
"Wednesday, November 16, 2016",,,,,,,,,,,,,,,,,0,,217.5,263.1,-45.6,,110.4,263.1,152.7,,107.1,,,,,,,
"Thursday, November 17, 2016",,,,,,,,,,,,,,,,,0,,217.5,263.9,-46.4,,110.4,263.9,153.5,,107.1,,,,,,,
"Friday, November 18, 2016",,,,,,,,,,,,,,,,,0,,217.5,264.8,-47.3,,110.4,264.8,154.4,,107.1,,,,,,,
"Saturday, November 19, 2016",,,,,,,,,,,,,,,,,0,,217.5,265.6,-48.1,,110.4,265.6,155.2,,107.1,,,,,,,
"Sunday, November 20, 2016",,,,,,,,,,,,,,,,,0,,217.5,266.4,-48.9,,110.4,266.4,156,,107.1,,,,,,,
"Monday, November 21, 2016",,,,,,,,,,,,,,,,,0,,217.5,267.2,-49.7,,110.4,267.2,156.8,,107.1,,,,,,,
"Tuesday, November 22, 2016",,,,,,,,,,,,,,,,,0,,217.5,268,-50.5,,110.4,268,157.6,,107.1,,,,,,,
"Wednesday, November 23, 2016",,,,,,,,,,,,,,,,,0,,217.5,268.9,-51.4,,110.4,268.9,158.5,,107.1,,,,,,,
"Thursday, November 24, 2016",,,,,,,,,,,,,,,,,0,,217.5,269.7,-52.2,,110.4,269.7,159.3,,107.1,,,,,,,
"Friday, November 25, 2016",,,,,,,,,,,,,,,,,0,,217.5,270.5,-53,,110.4,270.5,160.1,,107.1,,,,,,,
"Saturday, November 26, 2016",,,,,,,,,,,,,,,,,0,,217.5,271.3,-53.8,,110.4,271.3,160.9,,107.1,,,,,,,
"Sunday, November 27, 2016",,,,,,,,,,,,,,,,,0,,217.5,272.1,-54.6,,110.4,272.1,161.7,,107.1,,,,,,,
"Monday, November 28, 2016",,,,,,,,,,,,,,,,,0,,217.5,273,-55.5,,110.4,273,162.6,,107.1,,,,,,,
"Tuesday, November 29, 2016",,,,,,,,,,,,,,,,,0,,217.5,273.8,-56.3,,110.4,273.8,163.4,,107.1,,,,,,,
"Wednesday, November 30, 2016",,,,,,,,,,,,,,,,,0,,217.5,274.6,-57.1,,110.4,274.6,164.2,,107.1,,,,,,,
"Thursday, December 1, 2016",,,,,,,,,,,,,,,,,0,,217.5,275.4,-57.9,,110.4,275.4,165,,107.1,,,,,,,
"Friday, December 2, 2016",,,,,,,,,,,,,,,,,0,,217.5,276.2,-58.7,,110.4,276.2,165.8,,107.1,,,,,,,
"Saturday, December 3, 2016",,,,,,,,,,,,,,,,,0,,217.5,277,-59.5,,110.4,277,166.6,,107.1,,,,,,,
"Sunday, December 4, 2016",,,,,,,,,,,,,,,,,0,,217.5,277.9,-60.4,,110.4,277.9,167.5,,107.1,,,,,,,
"Monday, December 5, 2016",,,,,,,,,,,,,,,,,0,,217.5,278.7,-61.2,,110.4,278.7,168.3,,107.1,,,,,,,
"Tuesday, December 6, 2016",,,,,,,,,,,,,,,,,0,,217.5,279.5,-62,,110.4,279.5,169.1,,107.1,,,,,,,
"Wednesday, December 7, 2016",,,,,,,,,,,,,,,,,0,,217.5,280.3,-62.8,,110.4,280.3,169.9,,107.1,,,,,,,
"Thursday, December 8, 2016",,,,,,,,,,,,,,,,,0,,217.5,281.1,-63.6,,110.4,281.1,170.7,,107.1,,,,,,,
"Friday, December 9, 2016",,,,,,,,,,,,,,,,,0,,217.5,282,-64.5,,110.4,282,171.6,,107.1,,,,,,,
"Saturday, December 10, 2016",,,,,,,,,,,,,,,,,0,,217.5,282.8,-65.3,,110.4,282.8,172.4,,107.1,,,,,,,
"Sunday, December 11, 2016",,,,,,,,,,,,,,,,,0,,217.5,283.6,-66.1,,110.4,283.6,173.2,,107.1,,,,,,,
"Monday, December 12, 2016",,,,,,,,,,,,,,,,,0,,217.5,284.4,-66.9,,110.4,284.4,174,,107.1,,,,,,,
"Tuesday, December 13, 2016",,,,,,,,,,,,,,,,,0,,217.5,285.2,-67.7,,110.4,285.2,174.8,,107.1,,,,,,,
"Wednesday, December 14, 2016",,,,,,,,,,,,,,,,,0,,217.5,286.1,-68.6,,110.4,286.1,175.7,,107.1,,,,,,,
"Thursday, December 15, 2016",,,,,,,,,,,,,,,,,0,,217.5,286.9,-69.4,,110.4,286.9,176.5,,107.1,,,,,,,
"Friday, December 16, 2016",,,,,,,,,,,,,,,,,0,,217.5,287.7,-70.2,,110.4,287.7,177.3,,107.1,,,,,,,
"Saturday, December 17, 2016",,,,,,,,,,,,,,,,,0,,217.5,288.5,-71,,110.4,288.5,178.1,,107.1,,,,,,,
"Sunday, December 18, 2016",,,,,,,,,,,,,,,,,0,,217.5,289.3,-71.8,,110.4,289.3,178.9,,107.1,,,,,,,
"Monday, December 19, 2016",,,,,,,,,,,,,,,,,0,,217.5,290.2,-72.7,,110.4,290.2,179.8,,107.1,,,,,,,
"Tuesday, December 20, 2016",,,,,,,,,,,,,,,,,0,,217.5,291,-73.5,,110.4,291,180.6,,107.1,,,,,,,
"Wednesday, December 21, 2016",,,,,,,,,,,,,,,,,0,,217.5,291.8,-74.3,,110.4,291.8,181.4,,107.1,,,,,,,
"Thursday, December 22, 2016",,,,,,,,,,,,,,,,,0,,217.5,292.6,-75.1,,110.4,292.6,182.2,,107.1,,,,,,,
"Friday, December 23, 2016",,,,,,,,,,,,,,,,,0,,217.5,293.4,-75.9,,110.4,293.4,183,,107.1,,,,,,,
"Saturday, December 24, 2016",,,,,,,,,,,,,,,,,0,,217.5,294.3,-76.8,,110.4,294.3,183.9,,107.1,,,,,,,
"Sunday, December 25, 2016",,,,,,,,,,,,,,,,,0,,217.5,295.1,-77.6,,110.4,295.1,184.7,,107.1,,,,,,,
"Monday, December 26, 2016",,,,,,,,,,,,,,,,,0,,217.5,295.9,-78.4,,110.4,295.9,185.5,,107.1,,,,,,,
"Tuesday, December 27, 2016",,,,,,,,,,,,,,,,,0,,217.5,296.7,-79.2,,110.4,296.7,186.3,,107.1,,,,,,,
"Wednesday, December 28, 2016",,,,,,,,,,,,,,,,,0,,217.5,297.5,-80,,110.4,297.5,187.1,,107.1,,,,,,,
"Thursday, December 29, 2016",,,,,,,,,,,,,,,,,0,,217.5,298.4,-80.9,,110.4,298.4,188,,107.1,,,,,,,
"Friday, December 30, 2016",,,,,,,,,,,,,,,,,0,,217.5,299.2,-81.7,,110.4,299.2,188.8,,107.1,,,,,,,
"Saturday, December 31, 2016",,,,,,,,,,,,,,,,,0,,217.5,300,-82.5,,110.4,300,189.6,,107.1,,,,,,,
